Word;phon;lemme;cgram;freqlemfilms2;freqfilms2;islem;nblettres;puorth;puphon;nbsyll;cgramortho
décapote;dekapOt;décapoter;VER;0,04;0,03;0;8;0;0;3;VER
décelée;des°le;déceler;VER;2;0,03;0;7;0;0;3;VER
décerna;desERna;décerner;VER;2,19;0,03;0;7;0;0;3;VER
décevais;des°vE;décevoir;VER;33,23;0,03;0;8;0;0;3;VER
décochez;dekoSe;décocher;VER;0,44;0,03;0;8;0;5;3;VER
décorant;dekoR@;décorer;VER;8,54;0,03;0;8;0;0;3;VER
décrier;dekRije;décrier;VER;0,3;0,03;1;7;6;6;3;VER
décrié;dekRije;décrier;VER;0,3;0,03;0;6;6;6;3;VER,ADJ
décrépi;dekRepi;décrépir;VER;0,12;0,03;0;7;0;7;3;VER
décupla;dekypla;décupler;VER;0,5;0,03;0;7;0;0;3;VER
décuplée;dekyple;décuplé;ADJ;0,05;0,03;0;8;0;7;3;VER,ADJ
décèdent;desEd;décéder;VER;8,38;0,03;0;8;0;0;2;VER
décédait;desedE;décéder;VER;8,38;0,03;0;8;0;0;3;VER
dédiera;dediRa;dédier;VER;8,69;0,03;0;7;0;0;3;VER
dédierai;dediRE;dédier;VER;8,69;0,03;0;8;0;0;3;VER
dédiée;dedje;dédié;ADJ;0,3;0,03;0;6;0;4;2;VER,ADJ
déduites;ded8it;déduire;VER;7,08;0,03;0;8;0;0;2;VER
défera;def°Ra;défaire;VER;12,3;0,03;0;6;0;0;3;VER
défrayé;defReje;défrayer;VER;0,04;0,03;0;7;0;6;3;VER
défroque;defROk;défroque;NOM;0,03;0,03;1;8;8;6;2;NOM
défuntes;def1t;défunt;ADJ;4,79;0,03;0;8;0;0;2;ADJ,NOM
dégazage;degazaZ;dégazage;NOM;0,03;0,03;1;8;6;6;3;NOM
dégommez;degome;dégommer;VER;2,49;0,03;0;8;0;6;3;VER
dégotez;degote;dégoter;VER;3,47;0,03;0;7;0;5;3;VER
dégottes;degOt;dégotter;VER;1,02;0,03;0;8;0;0;2;VER
dégoûts;degu;dégoût;NOM;6,02;0,03;0;7;0;4;2;NOM
dégradez;degRade;dégrader;VER;3,69;0,03;0;8;0;7;3;VER
dégrise;degRiz;dégriser;VER;0,18;0,03;0;7;0;0;2;VER
déjouée;deZwe;déjouer;VER;3,58;0,03;0;7;0;4;2;VER
délabrer;delabRe;délabrer;VER;0,51;0,03;1;8;8;7;3;VER
délaie;delE;délayer;VER;0,06;0,03;0;6;0;4;2;VER
délavé;delave;délaver;VER;0,04;0,03;0;6;6;5;3;VER,ADJ
délayer;deleje;délayer;VER;0,06;0,03;1;7;6;5;3;VER
délectes;delEkt;délecter;VER;0,85;0,03;0;8;0;0;2;VER
délimité;delimite;délimiter;VER;0,38;0,03;0;8;0;8;4;VER
déliée;delje;délié;ADJ;0,04;0,03;0;6;0;4;2;VER,ADJ
déluges;delyZ;déluge;NOM;2,53;0,03;0;7;0;5;2;NOM
démago;demago;démago;ADJ;0,03;0,03;1;6;6;6;3;ADJ
démarra;demaRa;démarrer;VER;35,67;0,03;0;7;0;0;3;VER
démentez;dem@te;démentir;VER;3,06;0,03;0;8;0;0;3;VER
démentis;dem@ti;démenti;NOM;1,04;0,03;0;8;0;6;3;ADJ,NOM
démentit;dem@ti;démentir;VER;3,06;0,03;0;8;0;6;3;VER
démodées;demode;démoder;VER;1,03;0,03;0;8;0;6;3;VER,ADJ
démords;demOR;démordre;VER;0,49;0,03;0;7;0;0;2;VER
démouler;demule;démouler;VER;0,09;0,03;1;8;6;4;3;VER
démunie;demyni;démunir;VER;0,51;0,03;0;7;0;6;3;ADJ,NOM,VER
démunies;demyni;démuni;ADJ;0,56;0,03;0;8;0;6;3;ADJ,VER
dénonça;den§sa;dénoncer;VER;29,57;0,03;0;7;0;0;3;VER
dénouera;denuRa;dénouer;VER;1,42;0,03;0;8;0;0;3;VER
dénoués;denwe;dénouer;VER;1,42;0,03;0;7;0;5;2;VER
dénudée;denyde;dénuder;VER;0,54;0,03;0;7;0;6;3;VER,ADJ
dénudées;denyde;dénuder;VER;0,54;0,03;0;8;0;6;3;VER,ADJ
dénué;den8e;dénué;ADJ;0,04;0,03;1;5;5;4;2;VER,ADJ
dépannés;depane;dépanner;VER;3,56;0,03;0;8;0;6;3;VER
dépaysée;depEize;dépayser;VER;0,24;0,03;0;8;0;0;4;VER
dépeceur;dep°s9R;dépeceur;NOM;0,03;0,03;1;8;7;6;3;NOM
dépeçait;dep°sE;dépecer;VER;1,18;0,03;0;8;0;0;3;VER
dépliées;deplije;déplier;VER;0,89;0,03;0;8;0;7;3;VER
déploya;deplwaja;déployer;VER;7,09;0,03;0;7;0;0;3;VER
déplumé;deplyme;déplumer;VER;0,17;0,03;0;7;7;5;3;VER,ADJ
dépoile;depwal;dépoiler;VER;0,06;0,03;0;7;0;0;2;VER
dépoiler;depwale;dépoiler;VER;0,06;0,03;1;8;6;6;3;VER
déporté;depORte;déporté;ADJ;0,3;0,03;1;7;7;7;3;VER,ADJ,NOM
dépravés;depRave;dépraver;VER;0,48;0,03;0;8;0;7;3;VER,ADJ,NOM
déraciné;deRasine;déraciné;ADJ;0,04;0,03;1;8;8;8;4;VER,ADJ,NOM
déraciné;deRasine;déraciné;NOM;0,03;0,03;1;8;8;8;4;VER,ADJ,NOM
dératées;deRate;dératé;NOM;0,26;0,03;0;8;0;6;3;NOM
dérivé;deRive;dérivé;ADJ;0,57;0,03;1;6;6;6;3;VER,ADJ,NOM
déroba;deRoba;dérober;VER;7,15;0,03;0;6;0;0;3;VER
désaxés;dezakse;désaxé;ADJ;0,13;0,03;0;7;0;7;3;VER,ADJ,NOM
désertes;dezERt;déserter;VER;4,9;0,03;0;8;0;0;2;ADJ,VER
désignés;deziNe;désigné;ADJ;0,64;0,03;0;8;0;6;3;VER,ADJ
désirés;deziRe;désirer;VER;65,63;0,03;0;7;0;6;3;VER,ADJ,NOM
désolez;dezole;désoler;VER;297,27;0,03;0;7;0;6;3;VER
désuets;dez8E;désuet;ADJ;0,36;0,03;0;7;0;4;2;ADJ
désunis;dezyni;désuni;ADJ;0,07;0,03;0;7;0;6;3;ADJ,VER
détachée;detaSe;détaché;NOM;0,34;0,03;0;8;0;6;3;VER,ADJ,NOM
déterré;deteRe;déterré;ADJ;0,06;0,03;1;7;7;6;3;VER,ADJ,NOM
détestés;detEste;détesté;ADJ;0,38;0,03;0;8;0;7;3;VER,ADJ
détonant;deton@;détonant;ADJ;0,09;0,03;1;8;7;6;3;ADJ
détrône;detRon;détrôner;VER;0,46;0,03;0;7;0;0;2;VER
déviait;devjE;dévier;VER;3,04;0,03;0;7;0;0;2;VER
dévidoir;devidwaR;dévidoir;NOM;0,03;0,03;1;8;6;6;3;NOM
dévissé;devise;dévissé;NOM;0,03;0,03;1;7;7;6;3;VER,NOM
dévolue;devoly;dévolu;ADJ;0,07;0,03;0;7;0;6;3;ADJ
dévots;devo;dévot;ADJ;0,56;0,03;0;6;0;4;2;ADJ,NOM
dévoyé;devwaje;dévoyé;NOM;0,07;0,03;1;6;6;6;3;VER,ADJ,NOM
dévoyée;devwaje;dévoyé;NOM;0,07;0,03;0;7;0;6;3;VER,ADJ,NOM
dévoyés;devwaje;dévoyé;ADJ;0,22;0,03;0;7;0;6;3;VER,ADJ,NOM
déçoive;deswav;décevoir;VER;33,23;0,03;0;7;0;0;2;VER
déçues;desy;déçu;NOM;1,38;0,03;0;6;0;4;2;VER,ADJ,NOM
effaré;efaRe;effaré;ADJ;0,13;0,03;1;6;6;5;3;VER,ADJ
effiler;efile;effiler;VER;0,07;0,03;1;7;7;5;3;VER
ellébore;elebOR;ellébore;NOM;0,03;0,03;1;8;4;4;3;NOM
embargos;@baRgo;embargo;NOM;0,75;0,03;0;8;0;5;3;NOM
embourbe;@buRb;embourber;VER;1,02;0,03;0;8;0;0;2;VER
embouts;@bu;embout;NOM;0,2;0,03;0;7;0;3;2;NOM
embrasez;@bRaze;embraser;VER;2,67;0,03;0;8;0;6;3;VER
embuée;@b8e;embué;ADJ;0,27;0,03;0;6;0;3;2;VER,ADJ
emmure;@myR;emmurer;VER;0,61;0,03;0;6;0;0;2;VER
emmurée;@myRe;emmurer;VER;0,61;0,03;0;7;0;5;3;VER,ADJ
emmêlée;@mele;emmêler;VER;1,31;0,03;0;7;0;4;3;VER,ADJ
empilait;@pilE;empiler;VER;1,78;0,03;0;8;0;0;3;VER
empilée;@pile;empiler;VER;1,78;0,03;0;7;0;5;3;VER
empira;@piRa;empirer;VER;12,93;0,03;0;6;0;0;3;VER
empirez;@piRe;empirer;VER;12,93;0,03;0;7;0;5;3;VER
empirée;@piRe;empirer;VER;12,93;0,03;0;7;0;5;3;VER
emplette;@plEt;emplette;NOM;0,57;0,03;1;8;5;4;2;NOM
emplis;@pli;empli;ADJ;0,03;0,03;0;6;0;4;2;ADJ,VER
employa;@plwaja;employer;VER;19,47;0,03;0;7;0;0;3;VER
empochez;@poSe;empocher;VER;2,92;0,03;0;8;0;4;3;VER
empâter;@pate;empâter;VER;0,11;0,03;1;7;7;5;3;VER
encadrez;@kadRe;encadrer;VER;2,51;0,03;0;8;0;6;3;VER
encastré;@kastRe;encastré;ADJ;0,09;0,03;1;8;8;7;3;VER,ADJ
enchâssé;@Sase;enchâsser;VER;0,07;0,03;0;8;8;3;3;VER,ADJ
encloqué;@klOke;encloquer;VER;0,03;0,03;0;8;0;0;3;VER
encode;@kOd;encoder;VER;1,08;0,03;0;6;0;0;2;VER
encreur;@kR9R;encreur;NOM;0,03;0,03;1;7;6;4;2;ADJ,NOM
endigue;@dig;endiguer;VER;0,56;0,03;0;7;0;0;2;VER
endive;@div;endive;NOM;0,87;0,03;1;6;6;4;2;NOM
endogène;@doZEn;endogène;ADJ;0,03;0,03;1;8;6;4;3;ADJ
endosses;@dos;endosser;VER;2,29;0,03;0;8;0;4;2;NOM,VER
enduites;@d8it;enduire;VER;1,25;0,03;0;8;0;0;2;VER
enfumez;@fyme;enfumer;VER;0,39;0,03;0;7;0;3;3;VER
englobé;@globe;englober;VER;0,78;0,03;0;7;0;6;3;VER
englués;@gl8e;engluer;VER;0,4;0,03;0;7;0;4;2;VER,ADJ
engoncé;@g§se;engoncer;VER;0,05;0,03;0;7;7;5;3;VER,ADJ
enhardie;@aRdi;enhardir;VER;0,19;0,03;0;8;0;0;3;VER
enlaçons;@las§;enlacer;VER;4,42;0,03;0;8;0;0;3;VER
enlevai;@l°vE;enlever;VER;172,47;0,03;0;7;0;0;3;VER
enlisent;@liz;enliser;VER;0,93;0,03;0;8;0;0;2;VER
ennoblit;@nobli;ennoblir;VER;0,15;0,03;0;8;0;0;3;VER
enracine;@Rasin;enraciner;VER;0,65;0,03;0;8;0;0;3;VER
enraciné;@Rasine;enraciné;ADJ;0,12;0,03;1;8;8;7;4;VER,ADJ
enrayent;@Rej;enrayer;VER;1,73;0,03;0;8;0;0;2;VER
enrobe;@ROb;enrober;VER;0,68;0,03;0;6;0;0;2;VER
enrôlons;@Rol§;enrôler;VER;3,04;0,03;0;8;0;0;3;VER
entassée;@tase;entasser;VER;3,9;0,03;0;8;0;5;3;VER
entraves;@tRav;entraver;VER;2,28;0,03;0;8;0;5;2;NOM,VER
entrevis;@tR°vi;entrevoir;VER;2,44;0,03;0;8;0;0;3;VER
entrevît;@tR°vi;entrevoir;VER;2,44;0,03;0;8;0;0;3;VER
entubée;@tybe;entuber;VER;3,11;0,03;0;7;0;4;3;VER
entérine;@teRin;entériner;VER;0,52;0,03;0;8;0;0;3;VER
envolais;@volE;envoler;VER;28,82;0,03;0;8;0;0;3;VER
envols;@vOl;envol;NOM;2,5;0,03;0;6;0;3;2;NOM
envoûtés;@vute;envoûter;VER;1,81;0,03;0;8;0;5;3;VER,ADJ
errances;ER@s;errance;NOM;0,54;0,03;0;8;0;4;2;NOM
errerai;ER°RE;errer;VER;10,44;0,03;0;7;0;0;3;VER
escarpé;EskaRpe;escarpé;ADJ;0,14;0,03;1;7;7;7;3;VER,ADJ
escarpée;EskaRpe;escarpé;ADJ;0,14;0,03;0;8;0;7;3;VER,ADJ
escarre;EskaR;escarre;NOM;0,23;0,03;1;7;6;5;2;NOM
escrimer;EskRime;escrimer;VER;0,11;0,03;1;8;8;7;3;VER
essuyés;es8ije;essuyer;VER;11,82;0,03;0;7;0;6;3;VER
estocade;Estokad;estocade;NOM;0,03;0,03;1;8;6;6;3;NOM
estourbi;EstuRbi;estourbir;VER;0,14;0,03;0;8;0;0;3;VER
ex-flics;Eksflik;ex-flic;NOM;0,27;0,03;0;8;0;5;2;NOM
ex-petit;Eksp°ti;ex-petit;ADV;0,03;0,03;1;8;6;5;3;ADJ,ADV,NOM
exacerbe;EgzasERb;exacerber;VER;0,33;0,03;0;8;0;0;3;VER
examinai;EgzaminE;examiner;VER;36,36;0,03;0;8;0;0;4;VER
exaucent;Egzos;exaucer;VER;6,8;0,03;0;8;0;0;2;VER
exauçons;Egzos§;exaucer;VER;6,8;0,03;0;8;0;0;3;VER
excaver;Ekskave;excaver;VER;0,04;0,03;1;7;6;7;3;VER
excitais;EksitE;exciter;VER;28,01;0,03;0;8;0;0;3;VER
exclame;Eksklam;exclamer;VER;0,26;0,03;0;7;0;0;2;VER
exclamer;Eksklame;exclamer;VER;0,26;0,03;1;8;7;8;3;VER
exclue;Ekskly;exclu;NOM;1,26;0,03;0;6;0;6;2;ADJ,NOM,VER
excédée;Eksede;excéder;VER;0,65;0,03;0;7;0;6;3;VER
exhala;Egzala;exhaler;VER;0,8;0,03;0;6;0;0;3;VER
exhibais;EgzibE;exhiber;VER;2,87;0,03;0;8;0;0;3;VER
exigerez;EgziZ°Re;exiger;VER;34,96;0,03;0;8;0;0;4;VER
existée;Egziste;exister;VER;136,24;0,03;0;7;0;7;3;VER
exposons;Ekspoz§;exposer;VER;22,42;0,03;0;8;0;0;3;VER
expurgé;EkspyRZe;expurger;VER;0,13;0,03;0;7;7;6;3;VER
factor;faktOR;factor;NOM;0,03;0,03;1;6;6;6;2;NOM
fagot;fago;fagot;NOM;0,19;0,03;1;5;5;4;2;NOM
fagotée;fagote;fagoter;VER;0,05;0,03;0;7;0;6;3;VER,ADJ
fanon;fan§;fanon;NOM;0,04;0,03;1;5;4;4;2;NOM
farder;faRde;farder;VER;0,2;0,03;1;6;6;5;2;VER
fardées;faRde;farder;VER;0,2;0,03;0;7;0;5;2;VER
fatmas;fatma;fatma;NOM;0,16;0,03;0;6;0;4;2;NOM
fauchera;foS°Ra;faucher;VER;14,76;0,03;0;8;0;0;3;VER
faufila;fofila;faufiler;VER;4,41;0,03;0;7;0;0;3;VER
faussez;fose;fausser;VER;3,51;0,03;0;7;0;4;2;VER
fauteuse;fot2z;fauteur;NOM;0,88;0,03;0;8;0;0;2;NOM
fayotage;fajotaZ;fayotage;NOM;0,03;0,03;1;8;6;6;3;NOM
feintés;f5te;feinter;VER;1,47;0,03;0;7;0;4;2;VER
fendant;f@d@;fendre;VER;7,76;0,03;0;7;6;4;2;ADJ,NOM,VER
fendit;f@di;fendre;VER;7,76;0,03;0;6;0;0;2;VER
fendues;f@dy;fendre;VER;7,76;0,03;0;7;0;4;2;VER,ADJ
fenugrec;f°nygREk;fenugrec;NOM;0,03;0,03;1;8;4;4;3;NOM
ferlez;fERle;ferler;VER;0,03;0,03;0;6;0;0;2;VER
fermions;fERmj§;fermer;VER;238,65;0,03;0;8;0;0;2;VER,NOM
ferra;fERa;ferrer;VER;1,96;0,03;0;5;0;0;2;VER
ferrait;fERE;ferrer;VER;1,96;0,03;0;7;0;0;2;VER
ferre;fER;ferrer;VER;1,96;0,03;0;5;0;3;1;VER
ferrite;feRit;ferrite;NOM;0,03;0,03;1;7;6;5;2;NOM
fessière;fesjER;fessier;ADJ;0,34;0,03;0;8;0;0;2;ADJ
festoyez;fEstwaje;festoyer;VER;1,26;0,03;0;8;0;5;3;VER
feutré;f2tRe;feutré;ADJ;0,29;0,03;1;6;6;5;2;VER,ADJ
fiaient;fjE;fier;VER;14,27;0,03;0;7;0;0;1;VER
fiancent;fj@s;fiancer;VER;13,3;0,03;0;8;0;0;1;VER
fiancées;fj@se;fiancer;VER;13,3;0,03;0;8;0;4;2;VER,NOM
ficelées;fis°le;ficeler;VER;0,86;0,03;0;8;0;4;3;VER,ADJ
fichant;fiS@;fichant;ADJ;0,03;0,03;1;7;6;4;2;ADJ,VER
fifrelin;fifR°l5;fifrelin;NOM;0,13;0,03;1;8;6;5;3;NOM
fifres;fifR;fifre;NOM;0,1;0,03;0;6;0;4;1;NOM
fifties;fifti;fifties;NOM;0,03;0,03;1;7;5;5;2;NOM
figeais;fiZE;figer;VER;4,49;0,03;0;7;0;0;2;VER
figurais;figyRE;figurer;VER;14,41;0,03;0;8;0;0;3;VER
figuriez;figyRje;figurer;VER;14,41;0,03;0;8;0;0;3;VER
fileriez;fil°Rje;filer;VER;100,97;0,03;0;8;0;0;3;VER
fileté;fil°te;fileté;ADJ;0,03;0,03;1;6;6;6;3;VER,ADJ
filmiez;filmje;filmer;VER;40,08;0,03;0;7;0;0;2;VER
filouté;filute;filouter;VER;0,53;0,03;0;7;0;6;3;VER
filèrent;filER;filer;VER;100,97;0,03;0;8;0;5;2;VER
finauds;fino;finaud;NOM;0,22;0,03;0;7;0;4;2;ADJ,NOM
fixeront;fiks°R§;fixer;VER;32,73;0,03;0;8;0;0;3;VER
fixiez;fiksje;fixer;VER;32,73;0,03;0;6;0;0;2;VER
flagelle;flaZEl;flageller;VER;0,82;0,03;0;8;8;6;2;NOM,VER
flasheur;flaS9R;flasheur;NOM;0,03;0,03;1;8;7;5;2;NOM
flats;fla;flat;NOM;0,63;0,03;0;5;0;3;1;ADJ,NOM
flattait;flatE;flatter;VER;12,36;0,03;0;8;0;0;2;VER
flattant;flat@;flatter;VER;12,36;0,03;0;8;0;0;2;VER
fleurer;fl9Re;fleurer;VER;0,18;0,03;1;7;7;5;2;VER
floche;flOS;floche;ADJ;0,03;0,03;1;6;5;4;1;ADJ,NOM
flânais;flanE;flâner;VER;1,15;0,03;0;7;0;0;2;VER
flâné;flane;flâner;VER;1,15;0,03;0;5;0;5;2;VER
flétries;fletRi;flétrir;VER;1,78;0,03;0;8;0;0;2;VER
foirés;fwaRe;foirer;VER;14,76;0,03;0;6;0;5;2;VER
foncerai;f§s°RE;foncer;VER;30,27;0,03;0;8;0;0;3;VER
fondants;f§d@;fondant;ADJ;0,18;0,03;0;8;0;4;2;ADJ,NOM
fondras;f§dRa;fondre;VER;17,32;0,03;0;7;0;0;2;VER
foramen;foRamEn;foramen;NOM;0,03;0,03;1;7;6;5;3;NOM
forban;fORb@;forban;NOM;0,19;0,03;1;6;4;4;2;NOM
forcions;fORsj§;forcer;VER;64,64;0,03;0;8;0;0;2;VER
forez;foRe;forer;VER;1,66;0,03;0;5;0;4;2;VER
fouiniez;fwinje;fouiner;VER;5,54;0,03;0;8;0;0;2;VER
foulerez;ful°Re;fouler;VER;3,06;0,03;0;8;0;0;3;VER
foulures;fulyR;foulure;NOM;0,21;0,03;0;8;0;4;2;NOM
foulés;fule;fouler;VER;3,06;0,03;0;6;0;4;2;VER
fourcher;fuRSe;fourcher;VER;0,33;0,03;1;8;8;5;2;VER
fourchez;fuRSe;fourcher;VER;0,33;0,03;0;8;0;5;2;VER
fourre;fuR;fourre;NOM;0,03;0,03;1;6;6;3;1;NOM,VER
fourriez;fuRje;fourrer;VER;14,05;0,03;0;8;0;5;2;VER
frayes;fRej;frayer;VER;2,54;0,03;0;6;0;0;1;VER
friables;fRijabl;friable;ADJ;0,12;0,03;0;8;0;7;2;ADJ
frichti;fRiSti;frichti;NOM;0,03;0,03;1;7;6;5;2;NOM
fripés;fRipe;fripé;ADJ;0,57;0,03;0;6;0;5;2;VER,ADJ
frisette;fRizEt;frisette;NOM;0,06;0,03;1;8;6;5;2;NOM
frisée;fRize;friser;VER;2,54;0,03;0;6;0;5;2;VER,ADJ
froncé;fR§se;froncé;ADJ;0,14;0,03;1;6;6;5;2;VER,ADJ
frottons;fRot§;frotter;VER;12,52;0,03;0;8;0;0;2;VER,NOM
frotté;fRote;frotté;ADJ;0,03;0,03;1;6;6;5;2;VER,ADJ
frottés;fRote;frotter;VER;12,52;0,03;0;7;0;5;2;VER,ADJ
frôla;fRola;frôler;VER;4,45;0,03;0;5;0;0;2;VER
fugueurs;fyg9R;fugueur;ADJ;0,11;0,03;0;8;0;4;2;ADJ,NOM
fuirez;f8iRe;fuir;VER;76,82;0,03;0;6;0;0;2;VER
fumerait;fym°RE;fumer;VER;98,49;0,03;0;8;0;0;3;VER
fumeries;fym°Ri;fumerie;NOM;0,48;0,03;0;8;0;6;3;NOM
fumeuses;fym2z;fumeur;NOM;3,85;0,03;0;8;0;0;2;ADJ,NOM
fumistes;fymist;fumiste;NOM;0,63;0,03;0;8;0;6;2;NOM
fusait;fyzE;fuser;VER;1,24;0,03;0;6;0;0;2;VER
fusse;fys;être;VER;32236,5;0,03;0;5;0;0;1;AUX,VER
fustige;fystiZ;fustiger;VER;0,51;0,03;0;7;0;0;2;VER
fustigés;fystiZe;fustiger;VER;0,51;0,03;0;8;0;6;3;VER
futons;fyt§;futon;NOM;0,32;0,03;0;6;0;4;2;NOM
fuyard;f8ijaR;fuyard;ADJ;0,04;0,03;1;6;5;5;2;ADJ,NOM
fécaux;feko;fécal;ADJ;0,27;0,03;0;6;0;0;2;ADJ
fécondés;fek§de;féconder;VER;1,46;0,03;0;8;0;6;3;VER
félines;felin;félin;ADJ;0,34;0,03;0;7;0;0;2;ADJ
félins;fel5;félin;ADJ;0,34;0,03;0;6;0;4;2;ADJ,NOM
félons;fel§;félon;ADJ;0,09;0,03;0;6;0;4;2;ADJ,NOM
férue;feRy;féru;ADJ;0,3;0,03;0;5;0;4;2;ADJ
fétus;fety;fétu;NOM;0,2;0,03;0;5;0;4;2;NOM
fêlures;fElyR;fêlure;NOM;0,26;0,03;0;7;0;0;2;NOM
fêlées;fEle;fêlé;NOM;1;0,03;0;6;0;0;2;VER,ADJ,NOM
gabarits;gabaRi;gabarit;NOM;0,33;0,03;0;8;0;6;3;NOM
galante;gal@t;galant;NOM;1,68;0,03;0;7;0;0;2;ADJ,NOM
gales;gal;gale;NOM;3,52;0,03;0;5;0;3;1;NOM
galions;galj§;galion;NOM;0,23;0,03;0;7;0;5;2;NOM
galonné;galone;galonné;ADJ;0,09;0,03;1;7;7;6;3;VER,ADJ
galonnés;galone;galonné;ADJ;0,09;0,03;0;8;0;6;3;VER,ADJ
gambille;g@bij;gambiller;VER;0,08;0,03;0;8;0;0;2;VER
garnis;gaRni;garni;NOM;0,07;0,03;0;6;0;5;2;ADJ,NOM,VER
garou;gaRu;garou;NOM;0,03;0,03;1;5;4;4;2;NOM
garrots;gaRo;garrot;NOM;1,58;0,03;0;7;0;4;2;NOM
garrotté;gaRote;garrotter;VER;0,35;0,03;0;8;0;5;3;VER
gaussent;gos;gausser;VER;0,15;0,03;0;8;0;3;1;VER
gavaient;gavE;gaver;VER;4,19;0,03;0;8;0;0;2;VER
gavons;gav§;gaver;VER;4,19;0,03;0;6;0;0;2;VER
gaîment;gem@;gaîment;ADV;0,03;0,03;1;7;4;3;2;ADV
geais;ZE;geai;NOM;0,27;0,03;0;5;0;2;1;NOM
gelons;Z°l§;geler;VER;23,41;0,03;0;6;0;0;2;VER
gerfaut;ZERfo;gerfaut;NOM;0,03;0,03;1;7;4;4;2;NOM
gerris;ZERi;gerris;NOM;0,03;0,03;1;6;4;4;2;NOM
giboulée;Zibule;giboulée;NOM;0,03;0,03;1;8;5;4;3;NOM
giflera;Zifl°Ra;gifler;VER;6,77;0,03;0;7;0;0;3;VER
gigotant;Zigot@;gigoter;VER;1,85;0,03;0;8;0;0;3;VER
gipsy;Zipsi;gipsy;NOM;0,03;0,03;1;5;3;5;2;NOM
givrées;ZivRe;givrer;VER;1,59;0,03;0;7;0;5;2;VER,ADJ
glacent;glas;glacer;VER;7,21;0,03;0;7;0;4;1;VER
glandage;gl@daZ;glandage;NOM;0,03;0,03;1;8;6;5;2;NOM
glandait;gl@dE;glander;VER;2,88;0,03;0;8;0;0;2;VER
glasnost;glasnOst;glasnost;NOM;0,03;0,03;1;8;5;5;2;NOM
gloriole;gloRjOl;gloriole;NOM;0,03;0,03;1;8;6;6;2;NOM
glénoïde;glenOid;glénoïde;ADJ;0,03;0,03;1;8;3;3;3;ADJ
gnous;gnu;gnou;NOM;0,2;0,03;0;5;0;3;1;NOM
gobant;gob@;gober;VER;5,9;0,03;0;6;0;0;2;VER
gobeur;gob9R;gobeur;NOM;0,12;0,03;1;6;5;4;2;NOM
goddam;gOdam;goddam;NOM;0,03;0,03;1;6;4;3;2;NOM,ONO
goinfrez;gw5fRe;goinfrer;VER;0,98;0,03;0;8;0;6;2;VER
gommette;gOmEt;gommette;NOM;0,03;0,03;1;8;6;4;2;NOM
gorger;gORZe;gorger;VER;1,52;0,03;1;6;6;5;2;VER
gorges;gORZ;gorger;VER;1,52;0,03;0;6;0;4;1;NOM,VER
gouda;guda;gouda;NOM;0,03;0,03;1;5;5;4;2;NOM
goudous;gudu;goudou;NOM;0,09;0,03;0;7;0;4;2;NOM
goupil;gupil;goupil;NOM;0,03;0,03;1;6;6;5;2;NOM
gourent;guR;gourer;VER;2,33;0,03;0;7;0;3;1;VER
goûteuse;gut2z;goûteur;NOM;0,14;0,03;0;8;0;0;2;NOM,ADJ
goûtions;gutj§;goûter;VER;42,27;0,03;0;8;0;0;2;VER
gradient;gRadj@;gradient;NOM;0,04;0,03;1;8;6;5;2;NOM
gradué;gRad8e;graduer;VER;0,18;0,03;0;6;6;6;2;VER,ADJ
graisses;gREs;graisser;VER;2,48;0,03;0;8;0;4;1;NOM,VER
grammage;gRamaZ;grammage;NOM;0,03;0,03;1;8;7;6;2;NOM
grammer;gRame;grammer;VER;0,03;0,03;1;7;7;5;2;VER
graphes;gRaf;graphe;NOM;0,14;0,03;0;7;0;4;1;NOM
gratinés;gRatine;gratiner;VER;0,29;0,03;0;8;0;6;3;VER,ADJ
grattera;gRat°Ra;gratter;VER;12,11;0,03;0;8;0;0;3;VER
grattée;gRate;gratter;VER;12,11;0,03;0;7;0;5;2;VER
graves;gRav;graver;VER;10,34;0,03;0;6;0;4;1;ADJ,NOM,VER
gravées;gRave;gravé;ADJ;0,66;0,03;0;7;0;5;2;VER,ADJ
greffes;gREf;greffe;ADJ;0,07;0,03;0;7;0;4;1;ADJ,NOM
greffés;gRefe;greffé;ADJ;0,34;0,03;0;7;0;5;2;VER,ADJ,NOM
greffés;gRefe;greffé;NOM;0,04;0,03;0;7;0;5;2;VER,ADJ,NOM
gressin;gRes5;gressin;NOM;0,04;0,03;1;7;4;5;2;NOM
griffons;gRif§;griffon;NOM;0,59;0,03;0;8;0;5;2;VER,NOM
grimacez;gRimase;grimacer;VER;0,49;0,03;0;8;0;7;3;VER
grinçant;gR5s@;grincer;VER;2,84;0,03;0;8;5;5;2;VER,ADJ
grisants;gRiz@;grisant;ADJ;0,54;0,03;0;8;0;5;2;ADJ
grognard;gRoNaR;grognard;NOM;0,03;0,03;1;8;7;6;2;NOM
grognons;gRoN§;grognon;NOM;0,32;0,03;0;8;0;5;2;ADJ,NOM
groles;gROl;grole;NOM;0,07;0,03;0;6;0;4;1;NOM
gréer;gRee;gréer;VER;0,07;0,03;1;5;5;4;2;VER
grêler;gRele;grêler;VER;0,24;0,03;1;6;6;4;2;VER
guerroyé;gERwaje;guerroyer;VER;0,3;0,03;0;8;0;7;3;VER
gueulera;g9l°Ra;gueuler;VER;9,81;0,03;0;8;0;0;3;VER
guindées;g5de;guindé;ADJ;0,67;0,03;0;8;0;4;2;ADJ
